run_id,protocol,control_csv,test_date_iso,condition_id,material_category,base_material,filler_material,weld_process,current_a,voltage_v,heat_input_kj_mm,shielding_gas,preheat_c,spacer_mm,sheet_thickness_mm,k_factor,v_high_mm_s,v_step_mm_s,a_dec_mm_s2,weld_start_method,weld_start_time_s,manual_load_rise_time_s,manual_load_to_start_delay_s,fixed_start_time_s,load_rise_delta_n,load_baseline_window_s,weld_end_time_s,weld_travel_speed_mm_s,speed_transition_weld_length_mm,deceleration_start_weld_length_mm,l_weld_mm,l_crack_mm,l_surf_mm,l_ct_mm,l_star,v_nc_mm_s,crack_state,load_increase_acceptance,include_in_summary,show_temperature,temperature_columns,notes,source_run_id,campaign_folder,raw_xml
2026_3_15_TMCA__B7F5SL_11,TMCA,data/control_csv/tmca_raw/2026_3_15_TMCA/B7F5SL_11.csv,2026-03-16,AA7075_ER5356_160A,Aluminum alloy,AA7075,ER5356,GTAW,160,,,Ar,,4.0,,,0.6389958636009437,0.3,0.004543288894556128,manifest,4.8199675279,,,,,,,2.1,32.864999999999995,32.864999999999995,139.776,99.93500000000002,132.8,,,0.0858081110447386,,yes,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7F5SL_11,2026_3_15_TMCA,raw_data/TMCA/2026_3_15_TMCA/B7F5SL_11.xml
2026_3_15_TMCA__B7F5SL_12,TMCA,data/control_csv/tmca_raw/2026_3_15_TMCA/B7F5SL_12.csv,2026-03-16,AA7075_ER5356_160A,Aluminum alloy,AA7075,ER5356,GTAW,160,,,Ar,,4.0,,,0.6390020317584547,0.3,0.00454806797858228,manifest,4.9608732079,,,,,,,2.1,32.571,32.571,139.79700000000003,111.72900000000001,144.3,,,0.0609276405362062,,no,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7F5SL_12,2026_3_15_TMCA,raw_data/TMCA/2026_3_15_TMCA/B7F5SL_12.xml
2026_3_15_TMCA__B7F5SL_13,TMCA,data/control_csv/tmca_raw/2026_3_15_TMCA/B7F5SL_13.csv,2026-03-16,AA7075_ER5356_160A,Aluminum alloy,AA7075,ER5356,GTAW,160,,,Ar,,4.0,,,0.638997051588258,0.3,0.00454460201708372,manifest,5.0965330313,,,,,,,2.1,32.277,32.277,139.692,105.183,137.46,,,0.0758356599333711,,almost,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7F5SL_13,2026_3_15_TMCA,raw_data/TMCA/2026_3_15_TMCA/B7F5SL_13.xml
2025_12_30_TMCA__B7F5SL_16,TMCA,data/control_csv/tmca_raw/2025_12_30_TMCA/B7F5SL_16.csv,2025-12-30,AA7075_ER5356_160A,Aluminum alloy,AA7075,ER5356,GTAW,160,,,Ar,,3.8,,,0.6389972295883992,0.3,0.0045336413506793585,manifest,4.6021703701,,,,,,,2.1,33.306000000000004,33.306000000000004,139.776,112.89399999999998,146.2,,,0.0589636678532254,,no,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7F5SL_16,2025_12_30_TMCA,raw_data/TMCA/2025_12_30_TMCA/B7F5SL_16.xml
2025_12_30_TMCA__B7F5SL_17,TMCA,data/control_csv/tmca_raw/2025_12_30_TMCA/B7F5SL_17.csv,2025-12-30,AA7075_ER5356_160A,Aluminum alloy,AA7075,ER5356,GTAW,160,,,Ar,,3.8,,,0.6389989473062248,0.3,0.004540808687279603,manifest,4.919083542,,,,,,,2.1,32.634,32.634,139.79700000000003,104.866,137.5,,,0.0764443150254811,,almost,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7F5SL_17,2025_12_30_TMCA,raw_data/TMCA/2025_12_30_TMCA/B7F5SL_17.xml
2025_12_30_TMCA__B7F5SL_22,TMCA,data/control_csv/tmca_raw/2025_12_30_TMCA/B7F5SL_22.csv,2026-01-05,AA7075_ER5356_180A,Aluminum alloy,AA7075,ER5356,GTAW,180,,,Ar,,3.8,,,0.6390037830689246,0.3,0.0045441509403515825,manifest,4.8577202675,,,,,,,2.1,32.760000000000005,32.760000000000005,139.81800000000004,100.83999999999999,133.6,,,0.0851680670922688,,yes,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7F5SL_22,2025_12_30_TMCA,raw_data/TMCA/2025_12_30_TMCA/B7F5SL_22.xml
2025_12_30_TMCA__B7F5SL_23,TMCA,data/control_csv/tmca_raw/2025_12_30_TMCA/B7F5SL_23.csv,2026-01-05,AA7075_ER5356_180A,Aluminum alloy,AA7075,ER5356,GTAW,180,,,Ar,,3.8,,,0.6390019279772435,0.3,0.004532980283891714,manifest,5.1900820832,,,,,,,2.1,32.088,32.088,139.79700000000003,97.912,130.0,,,0.088398442048285,,yes,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7F5SL_23,2025_12_30_TMCA,raw_data/TMCA/2025_12_30_TMCA/B7F5SL_23.xml
2026_3_6_TMCA__B7F5SL_7,TMCA,data/control_csv/tmca_raw/2026_3_6_TMCA/B7F5SL_7.csv,2026-03-06,AA7075_ER5356_180A,Aluminum alloy,AA7075,ER5356,GTAW,180,,,Ar,,3.8,,,0.6389993476220572,0.3,0.0045530012497078986,manifest,4.7928158538,,,,,,,2.1,32.907000000000004,32.907000000000004,139.73399999999998,89.293,122.2,,,0.105066937168526,,yes,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7F5SL_7,2026_3_6_TMCA,raw_data/TMCA/2026_3_6_TMCA/B7F5SL_7.xml
2026_3_6_TMCA__B7F5SL_8,TMCA,data/control_csv/tmca_raw/2026_3_6_TMCA/B7F5SL_8.csv,2026-03-06,AA7075_ER5356_180A,Aluminum alloy,AA7075,ER5356,GTAW,180,,,Ar,,3.8,,,0.6389925541455264,0.3,0.00454039655350976,manifest,4.6208643647,,,,,,,2.1,33.285,33.285,139.755,93.415,126.7,,,0.097110896948816,,almost,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7F5SL_8,2026_3_6_TMCA,raw_data/TMCA/2026_3_6_TMCA/B7F5SL_8.xml
2026_3_15_TMCA__B7F5SL_8,TMCA,data/control_csv/tmca_raw/2026_3_15_TMCA/B7F5SL_8.csv,2026-03-15,AA7075_ER5356_180A,Aluminum alloy,AA7075,ER5356,GTAW,180,,,Ar,,4.0,,,0.6389976139318192,0.3,0.004535675840001641,manifest,4.7329604579,,,,,,,2.1,33.053999999999995,33.053999999999995,139.713,119.24600000000001,152.3,,,0.0454226995816151,,no,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7F5SL_8,2026_3_15_TMCA,raw_data/TMCA/2026_3_15_TMCA/B7F5SL_8.xml
2026_3_15_TMCA__B7F5SL_9,TMCA,data/control_csv/tmca_raw/2026_3_15_TMCA/B7F5SL_9.csv,2026-03-15,AA7075_ER5356_180A,Aluminum alloy,AA7075,ER5356,GTAW,180,,,Ar,,4.0,,,0.6389937642441583,0.3,0.004522926422586785,manifest,4.9293261265,,,,,,,2.1,32.634,32.634,139.776,112.366,145.0,,,0.0610603798157852,,no,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7F5SL_9,2026_3_15_TMCA,raw_data/TMCA/2026_3_15_TMCA/B7F5SL_9.xml
2025_12_30_TMCA__B7FT7SL_14,TMCA,data/control_csv/tmca_raw/2025_12_30_TMCA/B7FT7SL_14.csv,2025-12-30,AA7075_7075TiC_180A,Aluminum alloy,AA7075,7075TiC,GTAW,180,,,Ar,,3.8,,,0.6390001311729008,0.3,0.004549142048088097,manifest,4.8048465574,,,,,,,2.1,32.907,32.907,139.79700000000003,95.093,128.0,,,0.0944110322934733,,yes,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7FT7SL_14,2025_12_30_TMCA,raw_data/TMCA/2025_12_30_TMCA/B7FT7SL_14.xml
2025_12_30_TMCA__B7FT7SL_15,TMCA,data/control_csv/tmca_raw/2025_12_30_TMCA/B7FT7SL_15.csv,2025-12-30,AA7075_7075TiC_180A,Aluminum alloy,AA7075,7075TiC,GTAW,180,,,Ar,,3.8,,,0.6390038681559033,0.3,0.004534259097937976,manifest,4.5147826537,,,,,,,2.1,33.495000000000005,33.495000000000005,139.77599999999998,97.405,130.9,,,0.0917884978936497,,yes,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7FT7SL_15,2025_12_30_TMCA,raw_data/TMCA/2025_12_30_TMCA/B7FT7SL_15.xml
2026_3_29_TMCA__B7FT7SL_19,TMCA,data/control_csv/tmca_raw/2026_3_29_TMCA/B7FT7SL_19.csv,2026-03-29,AA7075_7075TiC_180A,Aluminum alloy,AA7075,7075TiC,GTAW,180,,,Ar,,3.8,,,0.6389961935270798,0.3,0.0045158733607285895,manifest,6.2822505582,,,,,,,2.1,29.799,29.799,139.81799999999998,96.501,126.3,,,0.0939303065356176,,yes,yes,auto,auto,prefilled from manuscript processed summary and matching raw metrics JSON,B7FT7SL_19,2026_3_29_TMCA,raw_data/TMCA/2026_3_29_TMCA/B7FT7SL_19.xml
