protocol,run_id_unique,source_run_id,test_date_iso,campaign_folder,raw_xml,control_csv,raw_xml_size_bytes
TMW,10_2025_TMW__B7FT7SL3_7,B7FT7SL3_7,,10_2025_TMW,raw_data/TMW/10_2025_TMW/B7FT7SL3_7.xml,data/control_csv/tmw_raw/10_2025_TMW/B7FT7SL3_7.csv,22364256
TMW,10_2025_TMW__B7FT7SL4_12,B7FT7SL4_12,,10_2025_TMW,raw_data/TMW/10_2025_TMW/B7FT7SL4_12.xml,data/control_csv/tmw_raw/10_2025_TMW/B7FT7SL4_12.csv,22893180
TMW,10_2025_TMW__B7FT7SL4_8,B7FT7SL4_8,,10_2025_TMW,raw_data/TMW/10_2025_TMW/B7FT7SL4_8.xml,data/control_csv/tmw_raw/10_2025_TMW/B7FT7SL4_8.csv,22361862
TMW,10_2025_TMW__B7FT7SL5_9,B7FT7SL5_9,,10_2025_TMW,raw_data/TMW/10_2025_TMW/B7FT7SL5_9.xml,data/control_csv/tmw_raw/10_2025_TMW/B7FT7SL5_9.csv,22829453
TMW,10_2025_TMW__B7FT7SL6_10,B7FT7SL6_10,,10_2025_TMW,raw_data/TMW/10_2025_TMW/B7FT7SL6_10.xml,data/control_csv/tmw_raw/10_2025_TMW/B7FT7SL6_10.csv,22865121
TMW,10_2025_TMW__B7FT7SL7_11,B7FT7SL7_11,,10_2025_TMW,raw_data/TMW/10_2025_TMW/B7FT7SL7_11.xml,data/control_csv/tmw_raw/10_2025_TMW/B7FT7SL7_11.csv,22866738
TMW,10_2025_TMW__B7FT7SL8_13,B7FT7SL8_13,,10_2025_TMW,raw_data/TMW/10_2025_TMW/B7FT7SL8_13.xml,data/control_csv/tmw_raw/10_2025_TMW/B7FT7SL8_13.csv,22863827
TMW,2025_4_TMW__B7F0SL1_1,B7F0SL1_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F0SL1_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F0SL1_1.csv,22882800
TMW,2025_4_TMW__B7F0SL2_1,B7F0SL2_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F0SL2_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F0SL2_1.csv,22885199
TMW,2025_4_TMW__B7F0SL3_1,B7F0SL3_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F0SL3_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F0SL3_1.csv,22871721
TMW,2025_4_TMW__B7F0SL4_1,B7F0SL4_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F0SL4_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F0SL4_1.csv,22891318
TMW,2025_4_TMW__B7F0SL5_1,B7F0SL5_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F0SL5_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F0SL5_1.csv,22919918
TMW,2025_4_TMW__B7F0SL6_1,B7F0SL6_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F0SL6_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F0SL6_1.csv,22904189
TMW,2025_4_TMW__B7F0SL7_1,B7F0SL7_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F0SL7_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F0SL7_1.csv,22917774
TMW,2025_4_TMW__B7F0SL8_1,B7F0SL8_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F0SL8_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F0SL8_1.csv,22897741
TMW,2025_4_TMW__B7F0SL9_1,B7F0SL9_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F0SL9_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F0SL9_1.csv,22915162
TMW,2025_4_TMW__B7F5SL1_1,B7F5SL1_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F5SL1_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F5SL1_1.csv,22638580
TMW,2025_4_TMW__B7F5SL2_1,B7F5SL2_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F5SL2_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F5SL2_1.csv,22496318
TMW,2025_4_TMW__B7F5SL3_1,B7F5SL3_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F5SL3_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F5SL3_1.csv,22459681
TMW,2025_4_TMW__B7F5SL3_2,B7F5SL3_2,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F5SL3_2.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F5SL3_2.csv,22530005
TMW,2025_4_TMW__B7F5SL3_3,B7F5SL3_3,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F5SL3_3.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F5SL3_3.csv,22417448
TMW,2025_4_TMW__B7F5SL4_1,B7F5SL4_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F5SL4_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F5SL4_1.csv,22525936
TMW,2025_4_TMW__B7F5SL4_2,B7F5SL4_2,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F5SL4_2.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F5SL4_2.csv,22448512
TMW,2025_4_TMW__B7F5SL5_1,B7F5SL5_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F5SL5_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F5SL5_1.csv,22395221
TMW,2025_4_TMW__B7F5SL6_1,B7F5SL6_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F5SL6_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F5SL6_1.csv,22881015
TMW,2025_4_TMW__B7F5SL7_1,B7F5SL7_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F5SL7_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F5SL7_1.csv,22904932
TMW,2025_4_TMW__B7F5SL8_1,B7F5SL8_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F5SL8_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F5SL8_1.csv,22905189
TMW,2025_4_TMW__B7F5SL9_1,B7F5SL9_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7F5SL9_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7F5SL9_1.csv,22907631
TMW,2025_4_TMW__B7FT7SL10_1,B7FT7SL10_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL10_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL10_1.csv,22878804
TMW,2025_4_TMW__B7FT7SL1_4,B7FT7SL1_4,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL1_4.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL1_4.csv,22666113
TMW,2025_4_TMW__B7FT7SL2_4,B7FT7SL2_4,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL2_4.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL2_4.csv,22523399
TMW,2025_4_TMW__B7FT7SL3_4,B7FT7SL3_4,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL3_4.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL3_4.csv,22911533
TMW,2025_4_TMW__B7FT7SL3_5,B7FT7SL3_5,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL3_5.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL3_5.csv,22397282
TMW,2025_4_TMW__B7FT7SL3_6,B7FT7SL3_6,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL3_6.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL3_6.csv,22664197
TMW,2025_4_TMW__B7FT7SL4_4,B7FT7SL4_4,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL4_4.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL4_4.csv,22904876
TMW,2025_4_TMW__B7FT7SL4_5,B7FT7SL4_5,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL4_5.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL4_5.csv,22927921
TMW,2025_4_TMW__B7FT7SL4_6,B7FT7SL4_6,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL4_6.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL4_6.csv,22932295
TMW,2025_4_TMW__B7FT7SL5_4,B7FT7SL5_4,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL5_4.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL5_4.csv,22829799
TMW,2025_4_TMW__B7FT7SL5_5,B7FT7SL5_5,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL5_5.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL5_5.csv,22921547
TMW,2025_4_TMW__B7FT7SL6_1,B7FT7SL6_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL6_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL6_1.csv,22487119
TMW,2025_4_TMW__B7FT7SL6_2,B7FT7SL6_2,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL6_2.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL6_2.csv,22669725
TMW,2025_4_TMW__B7FT7SL7_1,B7FT7SL7_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL7_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL7_1.csv,22500950
TMW,2025_4_TMW__B7FT7SL8_1,B7FT7SL8_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL8_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL8_1.csv,22672651
TMW,2025_4_TMW__B7FT7SL9_1,B7FT7SL9_1,,2025_4_TMW,raw_data/TMW/2025_4_TMW/B7FT7SL9_1.xml,data/control_csv/tmw_raw/2025_4_TMW/B7FT7SL9_1.csv,22655194
TMW,2026_1_7_TMW__B6F0SL_35,B6F0SL_35,2026-01-07,2026_1_7_TMW,raw_data/TMW/2026_1_7_TMW/B6F0SL_35.xml,data/control_csv/tmw_raw/2026_1_7_TMW/B6F0SL_35.csv,11862054
TMW,2026_1_7_TMW__B6F5SL_31,B6F5SL_31,2026-01-07,2026_1_7_TMW,raw_data/TMW/2026_1_7_TMW/B6F5SL_31.xml,data/control_csv/tmw_raw/2026_1_7_TMW/B6F5SL_31.csv,11711413
TMW,2026_1_7_TMW__B6F5SL_32,B6F5SL_32,2026-01-07,2026_1_7_TMW,raw_data/TMW/2026_1_7_TMW/B6F5SL_32.xml,data/control_csv/tmw_raw/2026_1_7_TMW/B6F5SL_32.csv,11547974
TMW,2026_1_7_TMW__B6F5SL_33,B6F5SL_33,2026-01-07,2026_1_7_TMW,raw_data/TMW/2026_1_7_TMW/B6F5SL_33.xml,data/control_csv/tmw_raw/2026_1_7_TMW/B6F5SL_33.csv,11491894
TMW,2026_1_7_TMW__B7F5SL_29,B7F5SL_29,2026-01-07,2026_1_7_TMW,raw_data/TMW/2026_1_7_TMW/B7F5SL_29.xml,data/control_csv/tmw_raw/2026_1_7_TMW/B7F5SL_29.csv,11450948
TMW,2026_1_7_TMW__B7F5SL_30,B7F5SL_30,2026-01-07,2026_1_7_TMW,raw_data/TMW/2026_1_7_TMW/B7F5SL_30.xml,data/control_csv/tmw_raw/2026_1_7_TMW/B7F5SL_30.csv,11514331
TMW,2026_2_22_TMW__B6F0SL_10,B6F0SL_10,2026-02-22,2026_2_22_TMW,raw_data/TMW/2026_2_22_TMW/B6F0SL_10.xml,data/control_csv/tmw_raw/2026_2_22_TMW/B6F0SL_10.csv,11809158
TMW,2026_2_22_TMW__B6F0SL_11,B6F0SL_11,2026-02-22,2026_2_22_TMW,raw_data/TMW/2026_2_22_TMW/B6F0SL_11.xml,data/control_csv/tmw_raw/2026_2_22_TMW/B6F0SL_11.csv,11777386
TMW,2026_2_22_TMW__B6F0SL_12,B6F0SL_12,2026-02-22,2026_2_22_TMW,raw_data/TMW/2026_2_22_TMW/B6F0SL_12.xml,data/control_csv/tmw_raw/2026_2_22_TMW/B6F0SL_12.csv,10939130
TMW,2026_2_22_TMW__B6F0SL_5,B6F0SL_5,2026-02-22,2026_2_22_TMW,raw_data/TMW/2026_2_22_TMW/B6F0SL_5.xml,data/control_csv/tmw_raw/2026_2_22_TMW/B6F0SL_5.csv,10939060
TMW,2026_2_22_TMW__B6F0SL_6,B6F0SL_6,2026-02-22,2026_2_22_TMW,raw_data/TMW/2026_2_22_TMW/B6F0SL_6.xml,data/control_csv/tmw_raw/2026_2_22_TMW/B6F0SL_6.csv,10939135
TMW,2026_2_22_TMW__B6F0SL_7,B6F0SL_7,2026-02-22,2026_2_22_TMW,raw_data/TMW/2026_2_22_TMW/B6F0SL_7.xml,data/control_csv/tmw_raw/2026_2_22_TMW/B6F0SL_7.csv,10939104
TMW,2026_2_22_TMW__B6F0SL_8,B6F0SL_8,2026-02-22,2026_2_22_TMW,raw_data/TMW/2026_2_22_TMW/B6F0SL_8.xml,data/control_csv/tmw_raw/2026_2_22_TMW/B6F0SL_8.csv,10939131
TMW,2026_2_22_TMW__B6F0SL_9,B6F0SL_9,2026-02-22,2026_2_22_TMW,raw_data/TMW/2026_2_22_TMW/B6F0SL_9.xml,data/control_csv/tmw_raw/2026_2_22_TMW/B6F0SL_9.csv,10939129
TMW,2026_2_22_TMW__B7F0SL_13,B7F0SL_13,2026-02-22,2026_2_22_TMW,raw_data/TMW/2026_2_22_TMW/B7F0SL_13.xml,data/control_csv/tmw_raw/2026_2_22_TMW/B7F0SL_13.csv,11669780
TMW,2026_2_22_TMW__B7F0SL_14,B7F0SL_14,2026-02-22,2026_2_22_TMW,raw_data/TMW/2026_2_22_TMW/B7F0SL_14.xml,data/control_csv/tmw_raw/2026_2_22_TMW/B7F0SL_14.csv,11534496
TMW,2026_2_22_TMW__B7F0SL_15,B7F0SL_15,2026-02-22,2026_2_22_TMW,raw_data/TMW/2026_2_22_TMW/B7F0SL_15.xml,data/control_csv/tmw_raw/2026_2_22_TMW/B7F0SL_15.csv,10939078
TMW,2026_2_22_TMW__test_2,test_2,2026-02-22,2026_2_22_TMW,raw_data/TMW/2026_2_22_TMW/test_2.xml,data/control_csv/tmw_raw/2026_2_22_TMW/test_2.csv,10939108
TMW,2026_2_26_TMW__B6F0SL_10,B6F0SL_10,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F0SL_10.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F0SL_10.csv,11741828
TMW,2026_2_26_TMW__B6F0SL_15,B6F0SL_15,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F0SL_15.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F0SL_15.csv,11693526
TMW,2026_2_26_TMW__B6F0SL_16,B6F0SL_16,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F0SL_16.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F0SL_16.csv,11529329
TMW,2026_2_26_TMW__B6F0SL_17,B6F0SL_17,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F0SL_17.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F0SL_17.csv,11876030
TMW,2026_2_26_TMW__B6F0SL_18,B6F0SL_18,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F0SL_18.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F0SL_18.csv,11914137
TMW,2026_2_26_TMW__B6F0SL_19,B6F0SL_19,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F0SL_19.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F0SL_19.csv,11911410
TMW,2026_2_26_TMW__B6F0SL_20,B6F0SL_20,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F0SL_20.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F0SL_20.csv,11543430
TMW,2026_2_26_TMW__B6F0SL_21,B6F0SL_21,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F0SL_21.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F0SL_21.csv,11899117
TMW,2026_2_26_TMW__B6F0SL_24,B6F0SL_24,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F0SL_24.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F0SL_24.csv,11537829
TMW,2026_2_26_TMW__B6F5SL_10,B6F5SL_10,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F5SL_10.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F5SL_10.csv,11437700
TMW,2026_2_26_TMW__B6F5SL_11,B6F5SL_11,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F5SL_11.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F5SL_11.csv,11381407
TMW,2026_2_26_TMW__B6F5SL_4,B6F5SL_4,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F5SL_4.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F5SL_4.csv,11536224
TMW,2026_2_26_TMW__B6F5SL_5,B6F5SL_5,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F5SL_5.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F5SL_5.csv,11446154
TMW,2026_2_26_TMW__B6F5SL_6,B6F5SL_6,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F5SL_6.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F5SL_6.csv,11867096
TMW,2026_2_26_TMW__B6F5SL_7,B6F5SL_7,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F5SL_7.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F5SL_7.csv,11429359
TMW,2026_2_26_TMW__B6F5SL_8,B6F5SL_8,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F5SL_8.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F5SL_8.csv,11642185
TMW,2026_2_26_TMW__B6F5SL_9,B6F5SL_9,2026-02-26,2026_2_26_TMW,raw_data/TMW/2026_2_26_TMW/B6F5SL_9.xml,data/control_csv/tmw_raw/2026_2_26_TMW/B6F5SL_9.csv,11884536
TMW,2026_3_6_TMW__B7F0SL_11,B7F0SL_11,2026-03-06,2026_3_6_TMW,raw_data/TMW/2026_3_6_TMW/B7F0SL_11.xml,data/control_csv/tmw_raw/2026_3_6_TMW/B7F0SL_11.csv,11479733
TMW,2026_3_6_TMW__B7F5SL_10,B7F5SL_10,2026-03-06,2026_3_6_TMW,raw_data/TMW/2026_3_6_TMW/B7F5SL_10.xml,data/control_csv/tmw_raw/2026_3_6_TMW/B7F5SL_10.csv,11412386
TMW,2026_3_6_TMW__B7F5SL_2,B7F5SL_2,2026-03-06,2026_3_6_TMW,raw_data/TMW/2026_3_6_TMW/B7F5SL_2.xml,data/control_csv/tmw_raw/2026_3_6_TMW/B7F5SL_2.csv,11446310
TMW,2026_3_6_TMW__B7F5SL_3,B7F5SL_3,2026-03-06,2026_3_6_TMW,raw_data/TMW/2026_3_6_TMW/B7F5SL_3.xml,data/control_csv/tmw_raw/2026_3_6_TMW/B7F5SL_3.csv,11474188
TMW,2026_3_6_TMW__B7F5SL_4,B7F5SL_4,2026-03-06,2026_3_6_TMW,raw_data/TMW/2026_3_6_TMW/B7F5SL_4.xml,data/control_csv/tmw_raw/2026_3_6_TMW/B7F5SL_4.csv,11471021
TMW,2026_3_6_TMW__B7F5SL_5,B7F5SL_5,2026-03-06,2026_3_6_TMW,raw_data/TMW/2026_3_6_TMW/B7F5SL_5.xml,data/control_csv/tmw_raw/2026_3_6_TMW/B7F5SL_5.csv,11414413
TMW,2026_3_6_TMW__B7F5SL_6,B7F5SL_6,2026-03-06,2026_3_6_TMW,raw_data/TMW/2026_3_6_TMW/B7F5SL_6.xml,data/control_csv/tmw_raw/2026_3_6_TMW/B7F5SL_6.csv,11906945
TMW,2026_3_6_TMW__B7F5SL_9,B7F5SL_9,2026-03-06,2026_3_6_TMW,raw_data/TMW/2026_3_6_TMW/B7F5SL_9.xml,data/control_csv/tmw_raw/2026_3_6_TMW/B7F5SL_9.csv,11426880
